,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio
347,52,M,2,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
348,41,M,5,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
349,62,F,0,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
350,54,M,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
351,40,F,3,High School,Divorced,Less than $40K,Trabajando,No,$10K - $50K
352,43,M,3,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
353,53,F,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
354,55,M,1,Uneducated,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
355,46,M,4,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
356,41,M,1,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
357,49,M,3,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
358,61,F,0,Graduate,Married,0,Desempleado,No,$-30K - $10K
359,46,M,2,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
360,50,F,1,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
361,40,M,2,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
362,51,M,4,High School,Single,$120K +,Trabajando,No,$380K - $1.5M
363,50,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
364,47,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
365,43,M,4,Unknown,Married,$120K +,Trabajando,Sí,$380K - $1.5M
366,36,F,4,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
367,47,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
368,46,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
369,46,M,2,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
370,52,M,0,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
371,43,M,4,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
372,40,F,4,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
373,54,F,4,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
374,55,F,1,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
375,49,F,4,Post-Graduate,Single,0,Desempleado,Sí,$-30K - $10K
376,45,M,4,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
377,49,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
378,63,M,1,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
379,40,F,3,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
380,41,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
381,37,M,4,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
382,58,M,2,Uneducated,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
383,55,M,2,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
384,53,F,1,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
385,57,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
386,43,M,4,Post-Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
387,58,M,1,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
388,64,M,0,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
389,54,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
390,53,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
391,39,F,3,College,Single,Less than $40K,Trabajando,No,$10K - $50K
392,56,M,3,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
393,54,F,4,Unknown,Divorced,Less than $40K,Trabajando,No,$10K - $50K
394,59,F,1,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
395,42,M,3,Uneducated,Single,$40K - $60K,Trabajando,No,$50K - $90K
396,42,M,4,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
397,43,M,3,College,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
398,55,M,0,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
399,52,M,1,Uneducated,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
400,46,M,1,Uneducated,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
401,57,M,2,Uneducated,Married,$120K +,Trabajando,Sí,$380K - $1.5M
402,48,M,3,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
403,45,M,4,Unknown,Married,$120K +,Trabajando,No,$380K - $1.5M
404,48,M,2,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
405,47,M,1,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
406,42,M,3,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
407,41,M,2,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
408,51,M,4,College,Married,$120K +,Trabajando,Sí,$380K - $1.5M
409,55,F,2,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
410,67,M,1,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
411,39,M,1,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
412,54,M,3,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
413,55,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
414,47,M,3,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
415,49,M,2,Post-Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
416,42,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
417,57,M,2,Unknown,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
418,44,M,5,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
419,56,M,3,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
420,49,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
421,45,M,3,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
422,63,M,0,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
423,44,M,3,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
424,44,F,4,College,Married,Less than $40K,Trabajando,No,$10K - $50K
425,40,M,3,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
426,39,M,2,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
427,42,M,4,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
428,54,M,3,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
429,58,F,4,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
430,46,F,4,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
431,47,F,4,Unknown,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
432,67,F,0,Unknown,Married,0,Desempleado,No,$-30K - $10K
433,50,F,2,College,Divorced,Less than $40K,Trabajando,No,$10K - $50K
434,55,M,0,High School,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
435,46,F,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
436,47,F,4,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
437,36,F,2,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
438,40,M,4,Doctorate,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
439,57,M,2,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
440,48,M,1,Unknown,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
441,58,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
442,48,M,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
443,48,M,3,Graduate,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
444,53,F,2,College,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
445,50,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
446,52,F,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
447,53,F,2,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
448,56,F,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
449,44,M,5,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
450,49,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
451,54,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
452,39,F,1,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
453,39,F,3,Uneducated,Divorced,0,Desempleado,No,$-30K - $10K
454,41,F,4,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
455,53,M,2,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
456,47,M,3,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
457,46,F,2,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
458,53,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
459,60,M,1,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
460,59,F,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
461,38,M,1,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
462,56,M,4,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
463,35,M,3,Post-Graduate,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
464,50,M,3,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
465,53,M,2,Post-Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
466,63,M,2,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
467,43,F,2,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
468,46,M,2,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
469,61,M,1,Uneducated,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
470,37,F,0,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
471,42,F,5,Doctorate,Married,0,Desempleado,No,$-30K - $10K
472,41,M,2,Uneducated,Divorced,$120K +,Trabajando,No,$380K - $1.5M
473,56,M,2,College,Single,$120K +,Trabajando,No,$380K - $1.5M
474,56,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
475,52,F,3,Post-Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
476,40,F,3,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
477,63,M,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
478,58,M,1,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
479,58,M,4,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
480,46,M,2,Uneducated,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
481,37,F,1,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
482,46,M,4,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
483,46,F,4,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
484,41,M,1,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
485,48,F,3,High School,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
486,49,F,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
487,44,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
488,39,F,3,College,Married,Less than $40K,Trabajando,No,$10K - $50K
489,57,M,1,College,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
490,48,M,3,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
491,47,M,3,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
492,56,F,1,Uneducated,Divorced,0,Desempleado,No,$-30K - $10K
493,54,F,0,College,Married,Less than $40K,Trabajando,Sí,$10K - $50K
494,54,M,1,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
495,52,M,4,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
496,43,M,4,Unknown,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
497,59,M,1,College,Single,$40K - $60K,Trabajando,No,$50K - $90K
498,44,M,1,Unknown,Married,0,Desempleado,Sí,$-30K - $10K
499,56,F,1,College,Married,Less than $40K,Trabajando,No,$10K - $50K
500,45,F,4,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
501,55,M,1,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
502,48,F,3,College,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
503,56,F,5,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
504,41,M,3,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
505,65,F,1,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
506,34,M,4,Post-Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
507,56,M,3,Post-Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
508,62,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
509,45,F,3,Uneducated,Single,0,Desempleado,No,$-30K - $10K
510,38,F,2,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
511,49,M,3,Unknown,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
512,58,M,2,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
513,41,F,4,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
514,33,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
515,47,F,4,College,Single,Less than $40K,Trabajando,No,$10K - $50K
516,56,F,1,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
517,51,M,1,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
518,49,M,1,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
519,50,M,1,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
520,55,F,3,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
521,26,M,0,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
522,58,M,1,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
523,46,M,3,High School,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
524,48,M,4,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
525,42,M,4,Uneducated,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
526,37,M,4,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
527,63,F,0,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
528,50,M,3,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
529,41,F,1,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
530,48,F,3,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
531,46,M,2,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
532,61,M,0,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
533,59,F,0,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
534,53,F,2,Doctorate,Married,0,Desempleado,No,$-30K - $10K
535,39,F,3,Doctorate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
536,51,M,3,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
537,45,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
538,48,M,4,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
539,47,M,1,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
540,41,M,2,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
541,48,M,4,College,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
542,50,F,4,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
543,56,F,2,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
544,39,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
545,47,M,1,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
546,44,M,2,Graduate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
547,61,F,1,Unknown,Married,0,Desempleado,No,$-30K - $10K
548,43,F,2,Post-Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
549,59,M,1,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
550,42,F,2,Uneducated,Married,0,Desempleado,Sí,$-30K - $10K
551,40,M,4,Unknown,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
552,65,M,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
553,48,M,1,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
554,44,M,2,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
555,36,F,4,Unknown,Married,0,Desempleado,No,$-30K - $10K
556,45,M,4,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
557,39,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
558,40,M,4,College,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
559,62,M,0,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
560,26,M,0,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
561,60,M,0,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
562,54,F,3,Doctorate,Single,Less than $40K,Trabajando,No,$10K - $50K
563,62,M,0,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
564,57,M,2,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
565,59,M,0,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
566,46,M,4,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
567,44,M,4,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
568,48,M,4,Unknown,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
569,43,M,2,Uneducated,Divorced,$120K +,Trabajando,No,$380K - $1.5M
570,57,M,4,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
571,46,M,3,College,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
572,40,M,3,High School,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
573,54,M,1,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
574,57,F,1,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
575,44,M,4,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
576,47,F,2,Doctorate,Married,Less than $40K,Trabajando,No,$10K - $50K
577,47,M,4,Doctorate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
578,50,F,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
579,53,F,3,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
580,56,M,1,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
581,55,M,1,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
582,53,F,4,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
583,61,M,1,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
584,57,M,2,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
585,50,M,2,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
586,56,F,2,Unknown,Married,0,Desempleado,No,$-30K - $10K
587,52,M,2,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
588,60,M,0,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
589,49,M,4,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
590,46,F,4,Doctorate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
591,42,M,1,Uneducated,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
592,45,M,3,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
593,45,F,4,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
594,44,F,3,Doctorate,Married,Less than $40K,Trabajando,No,$10K - $50K
595,61,M,0,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
596,55,M,3,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
597,44,M,4,Unknown,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
598,55,F,1,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
599,57,M,2,Unknown,Married,$120K +,Trabajando,No,$380K - $1.5M
600,45,M,2,Doctorate,Married,$80K - $120K,Trabajando,No,$170K - $380K
601,57,F,0,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
602,31,M,0,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
603,34,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
604,53,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
605,35,F,1,College,Single,0,Desempleado,No,$-30K - $10K
606,44,F,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
607,50,M,1,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
608,33,M,3,Post-Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
609,50,M,3,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
610,51,M,4,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
611,56,F,4,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
612,55,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
613,26,M,0,College,Single,Less than $40K,Trabajando,No,$10K - $50K
614,42,F,3,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
615,54,M,2,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
616,44,F,3,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
617,65,F,0,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
618,38,F,3,High School,Married,0,Desempleado,Sí,$-30K - $10K
619,58,M,3,High School,Married,$60K - $80K,Trabajando,No,$90K - $170K
620,39,F,3,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
621,52,M,2,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
622,45,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
623,42,M,3,Unknown,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
624,42,M,2,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
625,57,M,4,Post-Graduate,Married,$120K +,Trabajando,Sí,$380K - $1.5M
626,55,M,3,Doctorate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
627,44,F,3,College,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
628,37,F,3,Graduate,Married,0,Desempleado,No,$-30K - $10K
629,50,F,3,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
630,51,M,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
631,37,M,1,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
632,36,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
633,51,F,2,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
634,65,M,1,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
635,43,M,2,College,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
636,46,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
637,43,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
638,56,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
639,43,M,3,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
640,53,M,1,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
641,50,M,2,High School,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
642,43,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
643,54,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
644,33,M,2,Unknown,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
645,58,F,2,Uneducated,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
646,41,M,3,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
647,48,M,3,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
648,55,M,2,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
649,54,F,2,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
650,51,F,3,Post-Graduate,Divorced,0,Desempleado,No,$-30K - $10K
651,35,M,3,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
652,50,M,3,Uneducated,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
653,55,M,4,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
654,45,F,0,College,Divorced,Less than $40K,Trabajando,No,$10K - $50K
655,34,M,2,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
656,55,F,4,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
657,48,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
658,46,M,4,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
659,61,F,0,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
660,48,M,1,Uneducated,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
661,51,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
